accuracy,f1,precision,recall,column
0.24196945760926802,0.18663708458053502,0.33914437462065594,0.24196945760926802,text
0.24065297525013166,0.1849422635410811,0.35834885738010913,0.24065297525013166,clean_text
0.2456556082148499,0.19340965459531595,0.3484698794916896,0.2456556082148499,lemetized_text
0.23170089520800422,0.1796306194294745,0.3336433120578656,0.23170089520800422,stemmed_text
